geoid,hpsa_score_max,hpsa_designation_count,pct_below_poverty,hpsa_designated
22013,19,1,32.1,1
22015,18,1,16.4,1
22017,22,4,22.3,1
22019,19,36,38.8,1
22021,15,1,25.3,1
22023,11,1,6.3,1
22025,18,2,28.0,1
22027,12,1,35.0,1
22029,17,1,34.7,1
22031,19,3,21.8,1
22033,21,4,,1
22035,21,2,35.6,1
22037,19,3,13.5,1
22039,18,5,22.9,1
22041,20,4,25.6,1
22043,21,2,16.1,1
22045,20,2,22.6,1
22047,16,5,15.5,1
22049,16,2,24.3,1
22051,17,52,25.1,1
22053,15,2,17.7,1
22055,13,2,17.4,1
22057,15,2,17.9,1
22059,15,3,15.4,1
22061,18,1,30.6,1
22063,12,1,13.1,1
22065,15,1,36.6,1
22067,20,4,30.6,1
22069,17,2,24.1,1
22071,22,8,22.6,1
22073,16,3,24.0,1
22075,12,2,13.3,1
22077,22,2,17.7,1
22079,18,3,18.9,1
22081,15,1,29.3,1
22083,20,3,23.5,1
22085,20,2,22.7,1
22091,15,1,30.0,1
22093,12,1,10.4,1
22095,20,1,12.5,1
22097,17,8,23.9,1
22099,18,1,16.5,1
22101,20,3,22.0,1
22105,17,5,19.4,1
22107,23,4,32.8,1
22109,17,2,16.4,1
22111,15,1,28.6,1
22113,16,6,19.2,1
22115,11,1,18.2,1
22117,19,2,24.1,1
22119,19,2,26.8,1
22125,17,3,11.6,1
22127,18,2,22.0,1
23001,12,3,,1
23003,13,42,19.9,1
23005,16,8,13.3,1
23007,18,10,16.8,1
23009,9,1,,1
23011,13,2,,1
23013,8,2,,1
23015,14,3,,1
23017,18,30,16.8,1
23019,19,49,23.9,1
23021,17,21,16.8,1
23025,13,17,16.8,1
23027,14,4,,1
23029,16,41,22.2,1
23031,14,6,7.8,1
24001,18,2,17.2,1
24003,18,1,,1
24011,20,2,12.3,1
24013,15,1,5.2,1
24015,20,2,9.7,1
24017,16,1,6.3,1
24019,19,1,16.2,1
24021,20,2,6.8,1
24023,18,1,,1
24029,17,1,11.5,1
24031,21,15,10.5,1
24033,22,1,,1
24035,16,1,5.7,1
24039,20,1,20.1,1
24043,21,3,12.2,1
24045,21,2,15.3,1
24047,15,1,9.0,1
24510,24,29,41.9,1
25001,16,4,,1
25003,16,22,15.0,1
25005,21,4,19.8,1
25007,15,3,5.3,1
25009,21,29,17.8,1
25011,18,23,13.7,1
25013,16,11,22.7,1
25015,15,8,6.8,1
25017,11,2,,1
25019,11,1,3.0,1
25021,17,1,,1
25023,13,2,,1
25025,19,16,,1
25027,15,12,19.7,1
26001,13,1,14.3,1
26003,14,2,,1
26005,18,2,9.0,1
26007,17,3,16.9,1
26011,18,4,15.7,1
26013,15,4,13.5,1
26015,14,4,,1
26017,14,1,14.0,1
26021,19,5,15.1,1
26023,15,2,15.4,1
26025,19,3,14.2,1
26027,19,4,13.1,1
26029,8,1,,1
26031,19,1,12.7,1
26033,18,6,15.6,1
26035,17,7,21.1,1
26039,13,1,11.4,1
26041,15,4,13.9,1
26043,15,7,,1
26045,14,22,14.5,1
26047,18,3,,1
26049,17,3,15.9,1
26051,16,2,13.1,1
26053,15,3,14.9,1
26055,6,1,,1
26057,15,9,14.2,1
26059,15,2,15.5,1
26061,14,4,15.5,1
26063,14,8,12.1,1
26065,17,14,14.5,1
26067,14,11,11.4,1
26069,17,6,16.6,1
26071,18,2,16.9,1
26073,16,9,23.1,1
26075,19,5,12.1,1
26077,19,2,13.2,1
26079,13,1,14.0,1
26081,18,5,17.3,1
26083,14,1,15.5,1
26085,20,2,20.6,1
26087,3,1,,1
26089,15,2,,1
26091,14,2,11.6,1
26095,18,3,17.2,1
26097,18,7,16.8,1
26099,22,2,,1
26101,15,3,11.7,1
26103,13,3,,1
26105,16,5,14.6,1
26107,17,4,17.9,1
26109,16,3,12.1,1
26113,15,1,10.7,1
26115,18,1,,1
26117,16,10,11.9,1
26119,19,2,17.9,1
26121,21,6,12.6,1
26123,16,7,14.2,1
26125,19,2,25.6,1
26127,16,4,13.2,1
26129,17,2,15.7,1
26131,17,1,12.5,1
26133,17,3,17.9,1
26135,16,1,15.7,1
26137,13,1,11.4,1
26139,15,1,9.0,1
26141,13,1,12.1,1
26143,17,2,15.4,1
26145,20,3,18.0,1
26147,19,2,12.4,1
26149,21,2,11.9,1
26151,15,6,13.9,1
26153,16,3,14.7,1
26155,14,1,10.9,1
26157,14,9,12.6,1
26159,19,8,13.8,1
26161,17,2,,1
26163,24,305,38.9,1
26165,14,1,12.9,1
27001,14,51,12.2,1
27003,6,1,,1
27005,18,4,11.0,1
27007,18,63,16.0,1
27009,14,1,9.7,1
27011,15,1,,1
27013,18,1,,1
27017,17,1,,1
27021,18,7,12.7,1
27023,14,2,14.4,1
27025,6,1,,1
27027,18,6,20.4,1
27029,13,3,11.2,1
27031,14,2,,1
27033,15,3,14.2,1
27035,13,18,11.8,1
27045,11,1,8.9,1
27047,15,19,10.1,1
27049,16,2,9.2,1
27051,14,23,9.6,1
27053,19,16,13.1,1
27057,12,1,9.6,1
27061,19,28,12.9,1
27063,16,3,9.1,1
27065,8,1,9.7,1
27069,15,3,9.6,1
27071,15,11,13.0,1
27073,13,4,7.9,1
27077,13,1,8.1,1
27079,13,1,7.0,1
27081,14,16,8.6,1
27083,15,26,14.0,1
27087,18,4,20.9,1
27089,11,1,7.4,1
27091,13,1,11.0,1
27093,13,1,,1
27095,16,29,11.8,1
27097,15,6,11.8,1
27099,14,15,6.5,1
27101,14,2,8.0,1
27105,14,1,12.6,1
27107,16,3,10.2,1
27109,12,1,,1
27111,14,86,9.6,1
27113,9,1,9.9,1
27115,17,3,10.5,1
27117,16,17,11.3,1
27121,13,2,9.8,1
27123,19,47,17.1,1
27125,15,1,,1
27127,15,42,11.8,1
27131,6,1,,1
27133,16,5,11.3,1
27135,9,1,10.9,1
27137,17,20,14.3,1
27139,18,1,,1
27141,12,1,,1
27143,13,5,9.8,1
27145,15,4,,1
27149,16,3,14.5,1
27151,15,3,10.8,1
27153,15,6,11.7,1
27155,15,2,10.1,1
27157,15,2,8.4,1
27159,16,4,11.3,1
27161,12,1,,1
27163,12,2,,1
27165,11,1,13.0,1
27167,10,1,14.6,1
27169,10,1,13.4,1
27173,13,2,,1
28001,19,1,28.1,1
28003,20,1,17.4,1
28005,25,4,27.0,1
28007,20,1,20.7,1
28009,21,2,17.5,1
28011,25,3,33.7,1
28013,20,1,18.6,1
28015,21,1,22.3,1
28017,18,1,24.0,1
28019,22,2,15.8,1
28021,25,2,27.1,1
28023,24,2,19.1,1
28025,22,1,24.7,1
28027,24,2,36.2,1
28029,22,1,22.9,1
28031,20,5,17.7,1
28035,22,2,21.4,1
28037,22,3,23.2,1
28039,15,1,18.7,1
28041,14,2,20.5,1
28043,21,1,22.3,1
28047,21,2,17.4,1
28049,23,3,21.6,1
28051,25,2,37.9,1
28053,22,1,26.4,1
28055,22,1,29.4,1
28057,24,2,10.8,1
28059,16,1,14.1,1
28061,15,1,18.9,1
28063,23,2,28.5,1
28065,21,2,25.0,1
28067,24,4,20.7,1
28069,21,1,24.6,1
28071,15,1,18.6,1
28073,20,2,16.1,1
28075,25,4,25.0,1
28077,19,1,23.8,1
28079,24,3,19.9,1
28081,18,1,13.7,1
28083,23,1,31.9,1
28085,21,1,21.3,1
28087,21,1,16.9,1
28089,25,11,16.4,1
28091,19,2,20.4,1
28093,23,3,22.7,1
28095,24,2,16.6,1
28097,18,1,25.6,1
28099,22,6,25.1,1
28101,21,2,21.9,1
28103,22,4,25.5,1
28105,19,1,28.5,1
28107,21,3,24.1,1
28109,18,2,16.4,1
28111,17,1,18.1,1
28113,22,1,27.4,1
28115,17,1,14.9,1
28117,19,1,13.5,1
28119,23,2,33.4,1
28121,22,2,,1
28123,20,4,20.6,1
28125,22,1,29.4,1
28127,20,4,19.3,1
28129,21,2,19.3,1
28131,17,1,17.8,1
28133,20,2,29.8,1
28135,23,3,26.4,1
28137,16,1,16.7,1
28139,18,1,18.8,1
28141,18,1,19.9,1
28143,23,2,33.7,1
28145,15,1,14.2,1
28147,21,2,18.1,1
28149,20,1,20.2,1
28151,24,2,28.8,1
28153,22,1,22.8,1
28157,18,4,28.1,1
28159,21,2,30.4,1
28161,22,3,22.7,1
28163,21,2,31.3,1
29001,20,4,20.3,1
29003,13,1,7.8,1
29005,15,1,12.5,1
29007,22,4,18.0,1
29009,17,4,16.6,1
29011,17,3,20.2,1
29013,17,6,18.7,1
29015,16,3,16.6,1
29017,17,1,12.1,1
29019,17,1,17.1,1
29021,20,3,16.8,1
29023,20,3,20.3,1
29025,16,1,13.0,1
29027,8,1,11.4,1
29029,17,6,13.1,1
29031,22,5,14.0,1
29033,16,2,11.6,1
29035,17,1,17.7,1
29039,16,5,16.9,1
29041,16,2,11.8,1
29043,16,2,8.6,1
29045,16,1,9.3,1
29049,10,1,12.7,1
29051,20,2,,1
29055,18,8,13.6,1
29057,16,2,14.1,1
29059,17,4,19.1,1
29061,12,1,13.2,1
29063,13,2,7.8,1
29065,17,4,14.2,1
29067,21,2,16.8,1
29069,21,6,23.5,1
29071,16,2,8.2,1
29073,16,2,11.2,1
29075,12,1,15.5,1
29077,21,5,14.3,1
29079,17,2,16.0,1
29081,16,2,16.0,1
29083,21,4,16.2,1
29085,19,2,19.5,1
29087,16,2,,1
29089,16,2,12.8,1
29091,21,8,21.3,1
29093,19,2,20.6,1
29095,22,4,,1
29097,17,4,18.3,1
29099,16,1,,1
29103,18,1,20.3,1
29105,17,4,18.5,1
29107,20,1,,1
29109,17,3,16.5,1
29111,14,3,,1
29113,16,1,,1
29115,15,1,12.7,1
29117,16,3,11.6,1
29119,18,6,17.2,1
29121,17,2,12.7,1
29123,18,2,13.9,1
29125,16,2,,1
29127,16,3,13.5,1
29129,16,2,14.7,1
29131,16,3,14.5,1
29133,20,5,23.0,1
29135,16,2,10.4,1
29137,18,2,14.1,1
29139,16,2,14.5,1
29141,17,2,16.9,1
29143,21,4,18.5,1
29145,21,6,13.4,1
29147,16,1,18.6,1
29149,18,3,21.9,1
29153,19,2,21.6,1
29155,21,5,23.5,1
29157,15,1,11.0,1
29159,21,4,13.4,1
29161,21,6,17.2,1
29163,17,8,16.2,1
29167,17,8,19.1,1
29169,21,5,12.7,1
29171,17,2,13.1,1
29173,18,1,14.1,1
29175,17,1,15.8,1
29177,12,1,12.0,1
29179,22,2,17.7,1
29181,18,1,19.7,1
29185,16,4,16.2,1
29186,17,6,14.9,1
29187,17,3,14.9,1
29189,17,1,,1
29195,17,3,14.6,1
29197,16,2,13.1,1
29201,23,11,14.4,1
29203,17,3,17.7,1
29205,16,2,15.6,1
29207,19,8,16.9,1
29209,16,4,13.9,1
29211,17,3,16.0,1
29213,16,6,14.4,1
29215,17,6,19.3,1
29217,17,3,20.2,1
29219,16,1,,1
29221,21,7,18.1,1
29223,20,2,25.1,1
29225,19,7,16.1,1
29227,8,1,17.5,1
29229,17,5,17.5,1
29510,24,4,,1
30001,13,1,14.6,1
30003,20,6,23.6,1
30005,21,3,19.8,1
30011,9,1,13.7,1
30013,21,4,13.1,1
30015,16,4,12.4,1
30017,15,2,12.8,1
30019,17,2,11.8,1
30023,16,1,18.1,1
30027,12,1,14.9,1
30029,19,3,9.5,1
30033,7,1,12.2,1
30035,21,6,30.2,1
30037,8,1,17.9,1
30039,15,2,10.4,1
30041,19,4,19.8,1
30043,15,1,6.2,1
30045,14,1,15.8,1
30047,19,12,,1
30049,18,3,8.7,1
30051,15,2,25.4,1
30053,18,5,16.1,1
30055,11,1,4.1,1
30057,16,3,,1
30061,16,1,17.8,1
30063,20,2,,1
30065,15,1,15.3,1
30067,16,2,,1
30069,5,1,6.4,1
30071,13,1,9.4,1
30073,20,3,22.8,1
30075,11,1,9.7,1
30077,16,3,6.3,1
30079,15,2,12.8,1
30081,18,2,,1
30083,7,1,5.8,1
30085,19,4,30.6,1
30087,18,3,21.5,1
30089,16,5,15.0,1
30091,11,1,,1
30093,20,2,,1
30095,13,1,8.2,1
30097,14,1,13.4,1
30099,17,2,10.4,1
30101,22,1,,1
30103,7,1,10.7,1
30105,13,1,12.8,1
30107,15,2,13.4,1
30111,21,3,,1
31005,14,1,11.9,1
31007,7,1,9.4,1
31009,5,1,10.6,1
31011,11,1,,1
31013,10,1,11.0,1
31015,13,1,10.9,1
31017,13,2,10.9,1
31019,14,1,11.5,1
31021,8,1,,1
31025,13,2,4.8,1
31027,8,1,8.7,1
31029,8,1,7.7,1
31031,18,2,7.2,1
31033,16,2,11.0,1
31035,16,1,,1
31037,13,5,8.7,1
31039,7,2,,1
31041,13,2,,1
31043,14,1,12.7,1
31045,10,2,11.0,1
31047,15,3,11.5,1
31049,10,1,9.0,1
31051,13,1,7.0,1
31053,10,1,,1
31055,18,4,,1
31057,16,2,13.1,1
31059,13,1,,1
31061,7,1,14.1,1
31063,14,1,12.0,1
31065,16,3,13.1,1
31067,11,3,,1
31069,10,1,14.0,1
31071,13,2,9.8,1
31073,13,2,7.0,1
31075,7,1,10.8,1
31077,13,3,11.1,1
31079,17,2,11.5,1
31085,7,1,12.3,1
31087,16,2,13.1,1
31089,13,4,10.9,1
31091,14,1,11.9,1
31093,14,1,,1
31095,13,1,,1
31097,13,1,,1
31101,15,2,11.9,1
31103,6,1,10.4,1
31105,10,1,11.0,1
31107,19,2,13.1,1
31109,19,3,,1
31111,14,1,11.9,1
31113,7,1,8.1,1
31115,7,1,8.1,1
31117,14,1,11.9,1
31119,14,3,,1
31121,12,1,,1
31123,16,3,12.4,1
31125,11,4,16.1,1
31127,9,1,13.0,1
31129,16,2,,1
31131,15,2,,1
31133,15,2,14.0,1
31135,14,1,11.9,1
31137,15,2,,1
31139,8,2,8.7,1
31141,16,1,,1
31145,16,2,13.1,1
31147,14,3,10.5,1
31149,13,2,10.9,1
31155,12,1,,1
31157,16,2,13.9,1
31161,18,3,10.7,1
31163,11,2,9.8,1
31165,7,1,11.4,1
31167,8,1,8.7,1
31169,16,5,9.0,1
31171,7,1,4.7,1
31173,20,5,12.7,1
31175,11,2,9.8,1
31179,8,1,8.7,1
31181,13,2,9.9,1
31183,5,1,5.2,1
32001,19,2,,1
32003,22,43,17.3,1
32005,18,5,9.7,1
32007,18,6,14.5,1
32009,8,1,19.3,1
32011,14,1,,1
32013,12,1,,1
32015,17,3,11.4,1
32017,17,1,,1
32019,17,6,9.7,1
32021,15,2,18.0,1
32023,14,3,14.6,1
32027,15,3,8.0,1
32029,19,1,7.0,1
32031,19,6,6.5,1
32033,14,4,,1
32510,20,2,,1
33001,7,1,7.3,1
33003,12,12,7.3,1
33005,11,3,7.7,1
33007,12,6,,1
33009,15,15,10.8,1
33011,20,10,7.7,1
33013,17,3,7.7,1
33015,14,1,,1
33017,7,4,7.3,1
33019,11,9,14.3,1
34001,10,1,,1
34005,12,3,,1
34007,8,3,,1
34009,12,21,9.9,1
34011,12,6,16.2,1
34013,15,90,24.6,1
34017,7,3,,1
34019,12,2,,1
34021,14,2,,1
34023,12,3,,1
34025,5,2,,1
34027,6,1,,1
34029,13,3,24.7,1
34031,8,1,,1
34033,18,1,31.2,1
34035,12,1,,1
34039,13,2,15.3,1
34041,9,1,,1
35001,22,11,15.7,1
35003,17,1,21.1,1
35005,15,1,22.2,1
35006,21,7,27.6,1
35007,19,1,16.9,1
35009,18,1,20.8,1
35011,19,2,20.5,1
35013,21,3,,1
35015,17,2,12.4,1
35017,18,1,19.5,1
35019,19,1,,1
35021,8,1,18.7,1
35023,21,2,20.5,1
35025,17,5,18.6,1
35027,19,1,,1
35029,18,1,26.1,1
35031,21,7,35.6,1
35033,24,2,18.7,1
35035,20,2,19.9,1
35037,14,1,25.4,1
35039,24,6,,1
35041,21,3,21.5,1
35043,20,12,,1
35045,19,6,23.1,1
35047,21,1,21.9,1
35049,23,4,,1
35051,19,2,24.9,1
35053,19,2,28.9,1
35055,22,3,14.4,1
35057,18,1,20.4,1
35061,19,1,18.4,1
36001,21,1,,1
36003,17,5,16.8,1
36005,19,346,38.2,1
36007,17,1,17.4,1
36009,19,3,16.5,1
36011,19,2,12.1,1
36013,21,3,18.2,1
36015,17,2,15.7,1
36019,17,1,15.0,1
36021,15,1,11.5,1
36023,18,2,13.7,1
36025,16,1,16.5,1
36029,22,11,12.0,1
36031,12,1,,1
36033,17,7,17.7,1
36035,16,1,14.9,1
36037,15,2,12.4,1
36039,16,2,12.9,1
36041,9,1,10.0,1
36043,17,3,14.5,1
36045,17,5,14.2,1
36047,20,621,36.3,1
36049,16,3,14.0,1
36051,13,1,13.1,1
36053,17,3,11.8,1
36055,20,90,32.5,1
36057,15,1,19.9,1
36061,20,118,33.3,1
36063,19,16,28.2,1
36065,21,4,15.4,1
36067,20,63,26.9,1
36069,16,5,18.5,1
36071,18,4,11.8,1
36073,16,2,13.7,1
36075,16,2,17.0,1
36077,12,1,15.3,1
36079,21,1,,1
36081,19,402,23.6,1
36085,18,33,21.8,1
36087,14,1,,1
36089,21,3,17.5,1
36093,21,2,19.3,1
36095,14,1,13.1,1
36097,15,1,14.6,1
36099,16,3,,1
36101,17,3,13.6,1
36105,17,1,15.1,1
36107,15,1,10.1,1
36109,16,1,18.8,1
36111,14,2,13.7,1
36113,15,2,10.4,1
36115,16,1,12.8,1
36119,18,23,27.7,1
36121,16,1,10.4,1
36123,21,2,,1
37001,11,1,14.1,1
37003,14,2,12.0,1
37005,19,2,17.3,1
37007,21,3,21.2,1
37009,17,1,14.0,1
37011,14,3,10.9,1
37013,22,2,18.0,1
37015,19,3,19.7,1
37017,19,2,21.2,1
37019,17,12,15.3,1
37021,19,4,,1
37023,13,2,17.9,1
37025,20,4,13.0,1
37027,13,2,12.6,1
37029,15,1,5.0,1
37031,16,7,11.3,1
37033,19,2,15.7,1
37035,12,1,12.8,1
37037,12,10,13.2,1
37039,18,4,14.6,1
37041,21,1,20.5,1
37043,16,2,13.4,1
37045,11,1,17.2,1
37047,19,4,18.7,1
37049,14,3,13.9,1
37051,19,17,15.6,1
37057,16,1,13.8,1
37059,16,3,13.1,1
37061,18,2,17.8,1
37063,15,1,,1
37065,22,3,21.8,1
37067,21,36,26.2,1
37069,16,1,10.0,1
37071,20,2,12.7,1
37073,22,1,,1
37075,14,3,8.7,1
37077,18,4,14.0,1
37079,21,4,22.3,1
37081,23,95,20.5,1
37083,22,3,25.1,1
37085,21,3,14.5,1
37087,13,2,11.2,1
37089,18,22,13.7,1
37091,23,2,21.4,1
37093,17,2,17.3,1
37095,16,2,22.4,1
37097,16,26,14.0,1
37099,18,3,19.3,1
37101,20,14,17.4,1
37103,18,1,21.2,1
37105,14,1,15.4,1
37107,21,2,22.4,1
37109,14,3,14.2,1
37111,17,6,13.9,1
37113,19,2,15.4,1
37115,17,2,11.4,1
37117,16,1,19.6,1
37119,22,165,16.4,1
37121,17,3,14.0,1
37123,17,1,16.0,1
37127,17,2,14.0,1
37129,17,3,16.5,1
37131,16,1,19.9,1
37133,12,1,11.7,1
37135,18,1,,1
37137,17,2,12.3,1
37139,15,2,10.0,1
37141,18,3,15.0,1
37143,17,1,11.3,1
37145,21,2,18.4,1
37147,18,1,19.4,1
37149,15,1,13.6,1
37151,13,1,14.7,1
37153,19,2,25.1,1
37155,24,4,28.7,1
37157,18,1,18.8,1
37159,17,2,15.8,1
37161,17,2,17.6,1
37163,16,2,20.2,1
37165,22,6,26.5,1
37167,12,1,14.2,1
37169,14,1,11.9,1
37171,16,1,16.6,1
37173,20,5,21.0,1
37175,16,1,14.1,1
37177,16,1,20.8,1
37179,12,27,11.0,1
37181,18,1,18.9,1
37183,20,30,25.2,1
37185,22,2,22.2,1
37187,20,1,24.7,1
37189,18,2,24.6,1
37191,17,1,16.9,1
37193,18,2,17.1,1
37195,20,2,21.0,1
37197,18,1,13.6,1
37199,14,2,14.0,1
38005,20,16,16.6,1
38007,7,1,12.9,1
38009,15,2,7.5,1
38011,15,2,9.5,1
38013,15,2,5.1,1
38015,6,1,,1
38017,21,1,,1
38019,16,1,,1
38023,13,2,7.2,1
38025,17,2,20.9,1
38027,17,8,16.6,1
38029,15,2,8.4,1
38033,12,1,18.0,1
38035,18,1,,1
38037,14,1,17.4,1
38039,15,2,10.1,1
38041,16,1,9.3,1
38043,14,1,10.3,1
38045,15,3,10.8,1
38047,15,2,11.4,1
38049,11,1,9.8,1
38051,17,3,15.4,1
38053,17,4,20.9,1
38055,17,9,20.9,1
38057,17,2,20.9,1
38061,17,18,20.9,1
38063,17,3,16.6,1
38065,10,1,4.7,1
38067,16,3,8.7,1
38069,14,1,,1
38071,17,5,16.6,1
38073,15,1,,1
38075,8,1,7.1,1
38077,17,1,,1
38079,20,4,25.0,1
38085,23,4,42.7,1
38087,7,1,6.4,1
38093,6,1,,1
38095,16,2,11.5,1
38099,15,2,10.5,1
38103,17,1,16.6,1
38105,18,3,,1
39001,15,2,20.3,1
39003,19,3,13.1,1
39005,11,1,13.7,1
39007,15,1,18.2,1
39009,16,1,22.1,1
39011,6,1,7.4,1
39013,16,3,14.2,1
39015,15,3,17.4,1
39017,19,34,24.3,1
39019,16,1,12.4,1
39021,12,1,8.2,1
39023,20,2,15.5,1
39025,17,1,,1
39027,14,1,14.7,1
39029,19,3,13.8,1
39031,16,1,18.7,1
39033,16,1,13.2,1
39035,23,251,28.3,1
39037,12,2,11.2,1
39039,9,4,15.2,1
39041,16,2,17.1,1
39043,19,12,21.7,1
39045,18,12,17.2,1
39047,15,1,16.0,1
39049,20,168,35.9,1
39053,15,1,14.8,1
39057,15,15,18.1,1
39059,13,1,15.7,1
39061,22,165,23.4,1
39063,12,9,13.0,1
39065,15,1,18.1,1
39067,15,1,14.5,1
39071,17,2,14.4,1
39073,17,1,17.0,1
39075,11,1,8.8,1
39077,10,1,11.9,1
39079,15,1,17.6,1
39081,15,1,16.9,1
39083,18,2,11.0,1
39085,20,9,25.7,1
39087,19,3,17.5,1
39091,16,2,11.2,1
39093,20,31,29.1,1
39095,22,122,26.3,1
39097,11,3,9.6,1
39099,18,3,18.2,1
39101,17,3,15.3,1
39103,18,1,,1
39105,18,1,22.0,1
39109,15,5,13.7,1
39111,14,1,15.1,1
39113,19,80,23.1,1
39115,17,2,14.2,1
39117,11,1,10.8,1
39119,11,1,15.6,1
39121,11,2,11.6,1
39127,16,1,14.7,1
39129,10,3,12.1,1
39131,19,2,19.9,1
39133,19,15,20.4,1
39137,7,1,7.1,1
39139,19,4,13.9,1
39141,18,4,16.8,1
39143,17,2,13.2,1
39145,19,4,22.3,1
39151,19,4,12.7,1
39153,20,59,29.9,1
39155,15,2,16.7,1
39157,18,5,12.9,1
39159,3,1,,1
39161,20,2,9.5,1
39163,17,1,16.7,1
39165,19,8,16.1,1
39167,16,1,12.8,1
39171,13,1,11.9,1
39173,19,9,35.9,1
40001,18,2,21.5,1
40003,19,2,13.9,1
40005,18,2,17.6,1
40007,15,3,9.7,1
40009,6,1,,1
40011,17,2,15.2,1
40013,18,3,17.3,1
40015,18,4,18.9,1
40017,18,2,,1
40019,17,4,15.0,1
40021,20,8,19.3,1
40023,18,1,,1
40025,15,2,10.4,1
40027,17,3,,1
40029,18,1,21.3,1
40031,21,3,17.7,1
40033,13,1,22.8,1
40035,18,2,19.5,1
40037,17,2,13.9,1
40039,19,2,16.4,1
40041,18,2,18.5,1
40043,16,2,14.4,1
40045,20,2,13.8,1
40047,14,1,12.6,1
40049,21,1,,1
40053,14,1,13.4,1
40055,15,2,14.6,1
40057,20,2,16.9,1
40059,15,3,15.9,1
40061,19,3,19.9,1
40063,21,3,,1
40065,15,1,15.9,1
40067,17,1,22.7,1
40069,19,2,,1
40071,18,3,15.5,1
40075,16,1,25.0,1
40077,18,2,19.1,1
40079,18,2,19.9,1
