geoid,hpsa_score_max,hpsa_designation_count,pct_below_poverty,hpsa_designated
40081,18,3,,1
40083,15,1,,1
40085,16,1,14.7,1
40087,17,1,,1
40089,19,5,21.0,1
40091,18,3,20.9,1
40093,15,2,11.4,1
40095,17,1,16.5,1
40097,18,2,17.6,1
40099,16,2,12.8,1
40101,18,2,20.2,1
40103,16,1,11.4,1
40105,17,1,,1
40107,18,3,27.3,1
40109,19,37,21.0,1
40111,18,2,,1
40113,21,5,12.6,1
40115,19,5,20.7,1
40117,18,2,17.0,1
40119,18,2,23.8,1
40121,18,5,18.2,1
40123,18,2,12.5,1
40125,18,3,,1
40127,21,2,23.6,1
40129,10,1,15.4,1
40131,17,1,,1
40133,19,3,22.4,1
40135,19,2,20.3,1
40137,18,1,17.5,1
40139,20,1,,1
40141,17,1,17.1,1
40143,19,8,14.6,1
40145,19,2,,1
40147,17,2,14.6,1
40149,17,1,12.6,1
40151,11,1,19.0,1
40153,14,1,11.0,1
41001,11,2,,1
41003,18,1,,1
41005,16,15,8.8,1
41007,16,5,12.3,1
41009,15,3,8.7,1
41011,21,4,,1
41013,16,3,9.6,1
41015,16,1,13.2,1
41017,16,1,,1
41019,21,12,14.0,1
41021,15,2,11.5,1
41023,15,2,15.2,1
41025,10,5,12.7,1
41027,15,2,6.1,1
41029,19,3,12.4,1
41031,18,2,,1
41033,19,2,15.7,1
41035,19,3,18.3,1
41037,20,2,17.8,1
41039,18,7,15.2,1
41041,18,3,15.7,1
41043,13,2,12.8,1
41045,16,3,17.8,1
41047,20,10,12.9,1
41049,18,4,14.1,1
41051,20,15,,1
41053,17,2,12.9,1
41055,16,2,17.8,1
41057,20,6,,1
41059,17,5,12.6,1
41061,15,6,15.8,1
41063,7,3,9.6,1
41065,15,5,12.1,1
41067,18,2,,1
41069,15,2,11.5,1
41071,16,2,12.1,1
42003,21,6,,1
42005,16,2,11.4,1
42007,15,2,29.6,1
42009,19,37,11.7,1
42011,21,30,27.1,1
42013,13,1,11.7,1
42015,13,16,13.0,1
42019,16,6,11.4,1
42021,13,4,14.1,1
42023,18,2,,1
42025,5,1,,1
42027,12,9,14.8,1
42029,18,2,,1
42031,16,6,11.4,1
42033,10,12,14.8,1
42035,13,8,19.6,1
42039,14,6,,1
42041,12,2,,1
42043,17,1,,1
42045,17,25,21.1,1
42049,14,5,,1
42051,3,1,,1
42053,14,3,,1
42055,12,3,16.1,1
42057,15,2,11.7,1
42059,10,2,,1
42061,15,14,11.7,1
42063,14,2,12.8,1
42065,15,2,15.2,1
42069,10,2,,1
42071,15,1,,1
42077,9,2,,1
42079,11,4,,1
42081,13,7,13.0,1
42083,15,16,13.3,1
42085,10,2,,1
42091,3,1,,1
42097,6,2,,1
42101,17,13,,1
42105,17,34,14.6,1
42107,12,4,,1
42111,14,11,11.3,1
42113,13,1,13.0,1
42115,17,6,10.9,1
42117,14,20,14.6,1
42119,12,2,,1
42121,16,6,11.4,1
42123,12,23,11.7,1
42125,11,1,,1
42127,12,2,,1
42129,17,1,,1
42133,13,1,,1
44003,17,1,,1
44005,11,1,,1
44007,17,9,20.0,1
44009,17,4,10.1,1
45001,17,3,14.1,1
45003,18,2,13.8,1
45005,22,3,26.4,1
45007,9,1,14.3,1
45009,19,2,21.6,1
45011,16,1,28.5,1
45013,20,2,11.5,1
45015,12,2,10.3,1
45017,12,1,22.7,1
45019,19,2,,1
45021,18,3,18.4,1
45023,14,1,19.3,1
45025,17,2,20.1,1
45027,16,2,18.5,1
45029,13,1,18.6,1
45031,20,3,18.9,1
45033,19,2,29.2,1
45035,12,2,11.5,1
45037,12,3,16.4,1
45039,15,1,16.9,1
45041,18,3,18.9,1
45043,10,1,14.4,1
45045,12,10,12.8,1
45047,19,2,17.1,1
45049,21,4,20.0,1
45051,20,4,12.8,1
45053,12,2,11.5,1
45055,9,1,14.0,1
45057,14,6,17.5,1
45059,17,2,17.6,1
45061,24,2,23.2,1
45063,15,69,12.8,1
45065,19,2,17.9,1
45067,22,1,27.3,1
45069,21,4,26.1,1
45071,18,1,16.0,1
45073,15,2,16.3,1
45075,22,2,22.7,1
45077,15,2,17.2,1
45079,12,2,16.8,1
45081,9,1,19.3,1
45083,18,3,14.5,1
45085,14,3,16.3,1
45087,15,1,22.7,1
45089,21,3,23.6,1
45091,19,58,15.1,1
46005,16,1,13.7,1
46007,18,3,31.9,1
46009,15,4,11.8,1
46011,15,1,12.8,1
46013,15,1,10.5,1
46015,14,1,10.5,1
46017,17,2,17.4,1
46019,14,1,7.2,1
46021,15,2,8.4,1
46023,21,3,22.8,1
46025,17,2,11.1,1
46027,15,1,19.8,1
46031,22,4,45.2,1
46035,14,1,12.3,1
46037,15,2,13.9,1
46039,16,2,6.7,1
46041,19,5,32.3,1
46045,16,3,8.5,1
46047,15,1,19.7,1
46049,15,2,25.5,1
46055,7,1,8.1,1
46063,9,1,5.5,1
46065,20,3,9.1,1
46067,15,2,,1
46069,9,1,8.1,1
46071,15,1,,1
46073,17,1,17.4,1
46075,10,1,15.8,1
46077,15,1,9.7,1
46083,14,1,,1
46085,18,2,24.5,1
46089,15,2,12.5,1
46091,13,1,7.8,1
46093,13,1,7.6,1
46095,16,1,46.1,1
46097,17,2,10.3,1
46099,18,3,,1
46101,18,2,9.9,1
46102,16,4,52.7,1
46103,18,3,,1
46105,13,1,11.7,1
46107,15,1,7.7,1
46109,18,3,17.3,1
46111,17,1,17.4,1
46115,11,1,9.2,1
46117,15,2,2.0,1
46119,15,1,7.7,1
46121,22,2,49.0,1
46123,18,2,18.9,1
46129,17,2,15.2,1
46135,6,1,,1
46137,10,3,,1
47001,13,1,14.8,1
47003,17,3,13.6,1
47005,16,1,18.4,1
47007,15,2,24.9,1
47011,14,1,13.1,1
47013,21,4,19.1,1
47015,17,1,16.5,1
47017,17,2,16.4,1
47019,15,1,16.2,1
47021,8,1,8.1,1
47023,17,3,15.5,1
47025,16,2,18.1,1
47027,11,1,21.0,1
47029,19,2,20.2,1
47031,14,3,14.5,1
47033,16,1,14.8,1
47035,17,3,13.4,1
47037,21,70,16.9,1
47039,17,1,21.6,1
47041,14,1,17.3,1
47043,16,2,,1
47045,17,1,17.8,1
47047,13,1,10.8,1
47049,18,2,20.9,1
47051,14,1,14.5,1
47053,16,2,13.4,1
47055,16,1,14.3,1
47057,19,1,16.3,1
47059,13,1,15.1,1
47061,14,1,19.1,1
47063,14,1,14.5,1
47065,17,62,16.1,1
47067,17,1,31.4,1
47069,19,5,17.3,1
47071,21,2,20.8,1
47073,17,2,15.5,1
47075,18,1,22.7,1
47077,17,2,16.8,1
47079,16,2,18.3,1
47081,13,1,14.0,1
47083,18,1,13.7,1
47085,17,3,13.7,1
47087,11,1,21.0,1
47089,14,1,14.5,1
47091,18,2,22.0,1
47093,19,1,,1
47095,23,3,32.3,1
47099,15,1,15.2,1
47101,13,1,15.8,1
47103,16,1,12.4,1
47107,14,1,13.3,1
47109,18,1,16.1,1
47111,16,1,13.9,1
47113,16,1,18.5,1
47115,17,1,16.9,1
47117,16,1,14.2,1
47119,16,1,,1
47121,14,2,14.2,1
47123,18,4,16.0,1
47127,14,1,14.5,1
47129,20,2,18.8,1
47131,17,1,18.1,1
47133,12,1,18.0,1
47135,19,2,17.7,1
47137,19,1,25.8,1
47139,19,3,13.3,1
47141,15,2,16.3,1
47143,15,2,15.3,1
47145,14,1,12.7,1
47147,8,1,10.2,1
47149,18,17,16.7,1
47151,22,2,24.8,1
47153,14,1,23.5,1
47155,17,2,13.6,1
47157,22,170,34.3,1
47159,13,1,13.2,1
47163,15,1,15.5,1
47165,21,20,14.2,1
47167,17,1,11.5,1
47169,16,1,13.9,1
47171,15,1,16.2,1
47173,15,1,13.9,1
47175,15,1,,1
47177,15,4,17.3,1
47179,19,2,16.2,1
47181,10,1,18.5,1
47183,17,1,18.1,1
47185,15,1,16.3,1
47187,17,2,,1
47189,12,9,13.9,1
48001,11,2,17.0,1
48003,16,2,14.2,1
48005,16,1,16.2,1
48007,14,1,18.6,1
48009,15,1,11.7,1
48011,11,1,5.8,1
48013,18,2,16.1,1
48017,13,1,13.5,1
48019,17,1,16.1,1
48021,18,2,12.4,1
48023,16,1,20.7,1
48025,16,1,16.9,1
48027,17,1,14.6,1
48029,21,59,28.0,1
48031,11,1,8.6,1
48033,7,1,4.8,1
48035,13,1,9.1,1
48037,18,2,16.2,1
48039,21,1,,1
48041,21,3,23.8,1
48043,18,2,8.4,1
48045,14,1,15.3,1
48047,22,1,30.6,1
48049,12,1,14.5,1
48051,15,1,12.6,1
48055,10,1,13.8,1
48057,14,1,8.7,1
48061,17,55,23.9,1
48063,16,1,22.4,1
48065,15,1,7.2,1
48067,14,1,17.2,1
48069,13,1,13.9,1
48071,17,2,,1
48073,15,1,17.9,1
48075,15,1,,1
48077,14,1,10.4,1
48079,15,1,27.3,1
48081,15,1,14.1,1
48083,16,1,15.0,1
48087,18,2,26.1,1
48089,16,1,,1
48093,19,1,,1
48095,10,1,13.3,1
48097,16,2,14.0,1
48099,13,1,9.8,1
48103,16,1,8.2,1
48107,17,1,22.0,1
48109,17,1,17.6,1
48111,13,1,8.8,1
48113,21,7,,1
48115,16,2,17.6,1
48117,15,2,15.8,1
48121,21,1,,1
48123,14,4,15.8,1
48125,13,2,14.5,1
48127,18,2,44.8,1
48129,17,2,8.3,1
48131,20,1,29.0,1
48133,12,1,14.6,1
48135,21,2,15.2,1
48137,9,1,25.2,1
48139,21,1,,1
48141,22,63,14.4,1
48143,17,1,15.9,1
48145,17,2,14.5,1
48147,16,1,14.2,1
48149,19,1,,1
48151,15,1,10.3,1
48153,9,1,18.1,1
48155,11,1,20.8,1
48157,19,1,,1
48159,14,2,11.0,1
48161,15,2,14.3,1
48163,21,3,19.5,1
48165,13,1,7.3,1
48167,21,3,11.0,1
48169,14,1,14.0,1
48173,9,1,8.5,1
48175,15,2,9.2,1
48177,17,2,14.5,1
48179,18,1,16.2,1
48183,17,4,17.0,1
48185,16,1,13.3,1
48189,19,2,18.9,1
48191,20,1,16.3,1
48193,15,1,18.3,1
48195,12,1,7.7,1
48199,12,1,12.3,1
48201,22,15,,1
48203,21,2,17.3,1
48205,13,1,8.8,1
48207,19,2,14.1,1
48213,17,2,14.1,1
48215,20,39,29.8,1
48217,16,2,14.2,1
48219,19,2,12.6,1
48223,16,1,12.2,1
48225,13,1,16.2,1
48227,21,3,,1
48229,21,1,18.9,1
48231,21,2,12.4,1
48233,12,1,11.5,1
48235,13,1,7.4,1
48237,15,2,13.4,1
48239,13,2,14.1,1
48241,14,1,22.2,1
48245,23,4,18.7,1
48247,23,1,31.4,1
48249,19,2,23.2,1
48253,16,2,12.6,1
48255,15,2,21.3,1
48261,5,1,5.8,1
48263,15,2,8.3,1
48267,15,2,15.0,1
48269,6,1,15.3,1
48271,7,1,11.3,1
48273,10,1,28.8,1
48275,10,1,11.3,1
48277,15,1,18.7,1
48279,15,2,15.9,1
48281,12,1,9.1,1
48283,21,2,22.0,1
48285,13,1,9.4,1
48287,11,1,12.2,1
48289,16,1,14.3,1
48291,21,1,,1
48293,20,4,19.3,1
48295,15,1,13.5,1
48297,21,2,17.2,1
48299,16,1,11.7,1
48301,5,1,9.2,1
48303,22,66,24.1,1
48305,19,2,17.4,1
48307,14,1,14.5,1
48309,11,2,17.1,1
48311,7,1,9.1,1
48313,16,1,13.4,1
48315,14,1,18.3,1
48317,14,1,8.1,1
48319,9,1,6.4,1
48321,19,2,21.7,1
48323,19,3,22.6,1
48327,21,2,21.0,1
48329,21,1,,1
48331,14,1,15.7,1
48337,8,1,13.5,1
48339,21,2,,1
48341,17,1,15.3,1
48343,13,1,16.8,1
48345,9,1,9.7,1
48347,19,2,22.2,1
48349,14,2,16.8,1
48351,18,1,22.4,1
48353,15,1,18.8,1
48355,14,3,17.6,1
48357,17,1,15.5,1
48359,12,1,17.6,1
48361,16,1,12.6,1
48363,16,1,17.0,1
48367,14,1,,1
48369,14,1,9.6,1
48371,22,4,27.3,1
48373,20,2,18.0,1
48375,10,36,14.5,1
48377,16,1,36.3,1
48379,12,1,12.8,1
48381,10,29,14.5,1
48383,12,1,11.1,1
48385,18,1,20.5,1
48389,19,2,21.8,1
48391,13,1,17.2,1
48393,7,1,6.4,1
48395,16,2,16.5,1
48399,15,1,10.4,1
48401,17,2,14.2,1
48403,16,1,14.3,1
48405,12,1,27.4,1
48407,17,1,17.7,1
48409,18,1,15.1,1
48411,15,1,14.4,1
48413,17,1,8.9,1
48415,15,1,9.7,1
48417,17,1,,1
48419,21,2,23.5,1
48421,13,1,6.2,1
48423,14,2,12.2,1
48427,20,1,33.5,1
48429,17,1,13.5,1
48431,13,1,2.7,1
48433,16,2,8.7,1
48435,13,1,11.5,1
48437,18,1,29.4,1
48439,21,3,,1
48441,15,1,13.5,1
48443,17,1,,1
48445,18,1,21.8,1
48447,7,1,13.9,1
48449,15,2,17.3,1
48451,16,2,11.7,1
48453,19,2,,1
48455,17,1,16.1,1
48457,14,1,19.5,1
48459,16,1,13.2,1
48461,16,2,17.0,1
48463,19,1,,1
48465,14,2,18.2,1
48467,16,1,11.4,1
48469,9,1,15.9,1
48471,18,1,17.9,1
48475,18,2,14.5,1
48479,21,70,28.1,1
48481,13,1,14.4,1
48483,15,2,14.2,1
48485,19,4,15.8,1
48489,18,1,24.6,1
48491,19,1,,1
48493,9,1,9.7,1
48495,17,1,,1
48497,16,1,,1
48499,14,1,12.6,1
48503,16,1,16.6,1
48505,19,2,37.4,1
48507,19,4,36.3,1
49003,16,1,,1
49005,13,1,13.0,1
49007,17,5,17.3,1
49009,7,1,10.1,1
49011,16,1,,1
49013,10,1,13.3,1
49015,18,2,11.2,1
49017,14,3,11.1,1
49019,16,1,16.9,1
49021,13,3,13.3,1
49025,13,1,13.1,1
49027,7,1,,1
49029,12,1,1.7,1
49031,12,2,11.1,1
49035,19,5,,1
49037,20,9,,1
49039,12,3,15.3,1
49041,14,3,14.9,1
49045,16,3,4.6,1
49047,18,6,8.7,1
49049,18,1,,1
49053,17,6,11.7,1
49055,11,1,,1
49057,16,2,,1
50001,9,1,,1
50003,7,1,,1
50005,6,1,,1
50007,8,1,,1
50009,9,1,14.2,1
50011,8,2,,1
50013,12,1,7.5,1
50015,6,1,,1
50017,8,3,9.3,1
50021,8,1,,1
50023,3,1,,1
50027,14,1,,1
51001,18,2,15.4,1
51005,19,1,15.9,1
51007,16,1,11.1,1
51009,16,2,10.7,1
51011,16,1,12.2,1
51013,13,12,13.0,1
51015,6,1,,1
51017,11,1,21.0,1
51019,7,1,8.0,1
51021,21,3,12.6,1
51023,11,2,10.6,1
51025,21,2,15.2,1
51027,18,2,23.9,1
51029,17,2,,1
51031,14,1,10.1,1
51033,16,2,11.5,1
51035,17,2,17.6,1
51036,14,1,11.4,1
51037,17,1,24.5,1
51045,12,1,14.0,1
51047,10,2,8.1,1
51049,18,1,7.6,1
51051,18,1,20.1,1
51057,19,1,15.4,1
51059,16,16,13.0,1
51063,10,1,8.2,1
51065,12,1,11.8,1
51067,16,3,11.5,1
51069,16,2,8.0,1
51071,16,2,8.9,1
51073,7,1,6.7,1
51077,18,2,17.6,1
51081,17,2,13.5,1
51083,19,1,17.9,1
51089,15,1,16.2,1
51091,15,2,10.3,1
51095,9,1,,1
51097,15,2,18.4,1
51099,13,1,6.5,1
51101,16,5,7.9,1
51103,12,1,11.6,1
51105,21,3,27.5,1
51107,14,1,,1
51109,9,1,10.0,1
51111,18,3,15.9,1
51115,12,1,7.8,1
51117,13,2,17.3,1
51119,11,1,9.5,1
51121,17,2,23.7,1
51125,20,2,14.3,1
51131,17,1,15.4,1
51133,12,1,11.6,1
51135,18,2,18.9,1
51139,16,4,11.3,1
51141,18,2,10.8,1
51143,21,2,15.0,1
51145,3,1,,1
51147,17,1,21.6,1
51149,12,1,,1
51153,19,2,6.7,1
51155,11,1,20.1,1
51157,10,1,9.4,1
51159,18,2,12.5,1
51163,20,2,11.6,1
51165,14,1,15.1,1
51167,18,2,18.1,1
51169,21,2,18.0,1
51171,16,4,11.3,1
51173,17,2,16.5,1
51175,20,3,11.2,1
51179,16,1,4.4,1
51181,14,1,11.5,1
51183,18,4,12.1,1
51185,18,3,19.2,1
51187,12,4,11.3,1
51191,14,1,12.7,1
51193,13,1,12.5,1
51195,14,3,18.5,1
51197,10,1,15.6,1
51510,13,10,13.0,1
51520,14,1,12.7,1
51530,13,1,11.6,1
51550,12,2,,1
51580,19,1,15.9,1
51590,21,2,24.9,1
51595,17,1,13.5,1
51620,12,1,11.2,1
51640,18,2,17.6,1
51650,16,1,13.0,1
51660,19,2,15.1,1
51670,20,1,23.7,1
51678,16,3,11.6,1
51680,19,3,17.3,1
51683,16,1,6.7,1
51685,16,1,6.7,1
51690,20,3,16.2,1
51700,20,2,15.1,1
51710,16,1,17.2,1
51720,14,1,18.5,1
51730,19,1,21.0,1
51740,21,2,17.5,1
51750,11,1,20.1,1
51760,20,4,18.8,1
51770,17,2,19.6,1
51830,16,1,14.1,1
51840,16,1,8.0,1
53001,16,3,20.4,1
53003,15,1,14.9,1
53005,15,4,11.0,1
53007,13,5,8.6,1
53009,16,34,17.8,1
53013,14,1,11.5,1
53015,17,4,13.0,1
53017,9,2,8.6,1
53019,17,5,15.5,1
53021,18,3,13.0,1
53023,15,2,10.7,1
53025,18,10,14.9,1
53027,17,12,14.1,1
53029,15,1,6.9,1
53031,16,18,17.8,1
53033,21,39,9.3,1
53035,18,3,,1
53037,15,4,14.3,1
53039,16,3,13.7,1
53041,15,11,12.9,1
53043,12,1,10.4,1
53045,17,5,12.6,1
53047,20,10,18.5,1
53049,16,6,11.5,1
53051,15,4,13.6,1
53053,20,32,7.9,1
53055,9,1,10.4,1
53057,17,4,11.5,1
53059,13,1,8.2,1
53061,20,18,16.8,1
53063,20,135,15.8,1
53065,18,6,12.9,1
53067,17,3,,1
53069,14,1,15.7,1
53071,14,2,11.5,1
53073,18,4,12.7,1
53075,15,1,23.6,1
53077,18,19,15.4,1
54001,19,2,20.8,1
54003,19,2,,1
54005,20,5,17.3,1
54007,17,1,18.8,1
54009,16,1,12.1,1
54011,19,2,19.8,1
54013,19,2,33.3,1
54015,21,1,24.9,1
54017,14,1,14.5,1
54019,22,3,18.7,1
54021,14,2,12.9,1
54023,16,1,13.4,1
54025,19,3,20.7,1
54027,17,2,14.1,1
54029,17,2,14.9,1
54031,18,2,17.6,1
54033,14,1,13.5,1
54035,18,2,17.5,1
54037,12,1,8.8,1
54039,20,2,16.1,1
54041,15,1,19.3,1
54043,23,2,20.6,1
54045,21,5,21.4,1
54047,23,7,30.9,1
54049,17,2,13.5,1
54051,17,1,15.0,1
54053,12,2,17.8,1
54055,23,2,17.9,1
54057,15,1,14.2,1
54059,21,4,29.8,1
54061,18,3,20.5,1
54063,18,3,15.6,1
54065,17,3,11.0,1
54067,20,1,17.8,1
54069,11,1,15.6,1
54071,21,2,16.3,1
54073,17,2,8.0,1
54075,11,1,20.8,1
54077,12,2,14.1,1
54079,20,1,,1
54081,16,3,21.6,1
54083,15,3,14.7,1
54085,19,2,21.6,1
54087,20,6,20.2,1
54089,18,2,19.2,1
54091,22,3,14.6,1
54093,14,2,13.1,1
54095,17,3,17.6,1
54097,19,4,18.3,1
54099,17,1,15.6,1
54101,23,2,22.1,1
54103,18,1,16.6,1
54105,20,2,18.3,1
54107,17,1,14.7,1
54109,21,4,22.5,1
55001,18,2,13.8,1
55003,17,1,,1
55005,15,5,,1
55007,16,2,,1
55009,18,47,12.7,1
55011,15,3,8.7,1
55013,16,3,13.1,1
55017,15,2,,1
55019,13,3,12.0,1
55021,12,1,,1
55023,15,2,12.5,1
55025,16,1,,1
55027,12,2,,1
55037,18,2,8.4,1
55041,17,3,15.0,1
55043,15,10,13.4,1
55049,13,4,,1
55051,15,1,11.5,1
55053,17,3,12.5,1
55055,12,5,,1
55057,16,8,14.2,1
55059,17,27,14.6,1
55063,12,1,,1
55065,15,4,10.7,1
55067,16,1,12.1,1
55073,19,16,13.0,1
55077,15,1,11.8,1
55078,19,2,21.1,1
55079,21,251,26.9,1
55081,17,4,11.8,1
55083,14,1,8.4,1
55085,14,1,,1
55087,13,1,,1
55091,11,1,7.9,1
55095,15,3,,1
55097,9,1,10.2,1
55099,16,3,12.9,1
55101,13,30,13.7,1
55103,13,1,14.4,1
55105,17,1,,1
55107,15,2,12.4,1
55109,11,2,,1
55111,16,2,,1
55113,18,5,14.9,1
55115,19,3,,1
55117,17,13,11.7,1
55119,11,1,9.2,1
55123,15,5,14.5,1
55125,19,3,10.9,1
55127,16,2,,1
55129,15,2,11.7,1
55135,16,3,15.9,1
55137,18,3,11.0,1
55139,3,1,,1
55141,17,4,,1
56001,21,1,,1
56003,15,2,11.9,1
56005,11,6,5.8,1
56007,13,1,12.5,1
56009,18,2,9.7,1
56011,17,4,6.1,1
56013,19,9,12.5,1
56015,16,5,12.3,1
56017,16,2,13.7,1
56019,7,1,5.3,1
56021,23,5,9.5,1
56023,12,2,11.2,1
56025,21,3,4.8,1
56027,14,1,17.6,1
56029,8,1,6.3,1
56031,16,2,10.2,1
56035,17,1,8.3,1
56037,17,2,13.4,1
56041,14,1,7.5,1
56043,15,2,8.6,1
56045,14,1,10.4,1
60010,22,1,57.8,1
60020,22,1,57.8,1
60030,22,1,57.8,1
60040,22,1,57.8,1
60050,22,2,57.8,1
64002,23,2,45.5,1
64005,25,2,6616.0,1
64040,25,2,39.2,1
64060,25,2,39.4,1
66010,22,4,20.2,1
68007,25,1,80.0,1
68010,25,1,80.0,1
68030,25,1,80.0,1
68040,25,1,80.0,1
68050,25,1,80.0,1
68060,25,1,80.0,1
68070,25,1,80.0,1
68080,25,1,80.0,1
68090,25,1,80.0,1
68100,25,1,80.0,1
68110,25,1,80.0,1
68120,25,1,80.0,1
68130,25,1,80.0,1
68150,25,1,80.0,1
68160,25,1,80.0,1
68170,25,1,80.0,1
68180,25,1,80.0,1
68190,25,1,80.0,1
68300,25,1,80.0,1
68310,25,1,80.0,1
68320,25,1,80.0,1
68330,25,1,80.0,1
68340,25,1,80.0,1
68350,25,1,80.0,1
68360,25,1,80.0,1
68385,25,1,80.0,1
68390,25,1,80.0,1
68400,25,1,80.0,1
68410,25,1,80.0,1
68420,25,1,80.0,1
68430,25,1,80.0,1
69085,16,1,55.7,1
69100,16,1,55.7,1
69110,18,2,55.7,1
69120,16,1,55.7,1
70002,24,1,59.2,1
70004,24,1,59.2,1
70010,24,1,59.2,1
70050,24,1,59.2,1
70100,24,1,59.2,1
70150,24,2,59.2,1
70212,24,1,59.2,1
70214,24,1,59.2,1
70218,24,1,59.2,1
70222,24,1,59.2,1
70224,24,1,59.2,1
70226,24,1,59.2,1
70227,24,1,59.2,1
70228,24,1,59.2,1
70350,24,1,59.2,1
70370,24,1,59.2,1
72001,14,1,,1
72007,10,1,46.6,1
72015,15,2,51.7,1
72017,13,1,,1
72021,12,1,,1
72025,13,2,,1
72027,13,1,,1
72029,22,1,,1
72033,15,1,48.6,1
72039,12,1,,1
72041,13,1,,1
72049,13,1,43.9,1
72054,17,1,,1
72061,12,1,,1
72065,13,1,,1
72073,17,1,60.9,1
72081,13,1,,1
72083,20,1,50.6,1
72087,20,1,50.3,1
72089,21,1,42.5,1
72093,23,1,58.0,1
72095,11,1,45.3,1
72097,13,1,,1
72099,12,1,54.2,1
72101,12,1,,1
72103,10,1,47.3,1
72105,17,1,,1
72107,16,1,56.1,1
72109,15,2,56.4,1
72113,13,1,,1
72117,13,1,,1
72119,21,1,38.2,1
72127,17,3,40.9,1
72133,14,1,50.8,1
72135,12,1,29.4,1
72147,23,1,52.6,1
72149,14,1,47.8,1
78010,25,2,41004.0,1
78020,17,1,36.6,1
78030,18,2,25.3,1
XXX  ,7,1,,1
XXXXX,24,14,21.8,1
