"geoid_tract","diabetes_pct_reduction_mean","diabetes_pct_reduction_p05","diabetes_pct_reduction_p95","high_bp_pct_reduction_mean","high_bp_pct_reduction_p05","high_bp_pct_reduction_p95","high_cholesterol_pct_reduction_mean","high_cholesterol_pct_reduction_p05","high_cholesterol_pct_reduction_p95","asthma_pct_reduction_mean","asthma_pct_reduction_p05","asthma_pct_reduction_p95","no_checkup_pct_reduction_mean","no_checkup_pct_reduction_p05","no_checkup_pct_reduction_p95"
"1001020100","0.03241095778280791","0.01639846577668715","0.0519180711350959","0.09365484092831718","0.048105798668381154","0.14817371968427098","0.12184666163417618","0.0640536747987402","0.19026174063475715","0.023433406971109117","0.012375221137611648","0.03736056175792693","0.3728629359207889","0.21029036209724172","0.5667428372182284"
"1001020200","0.03933363329981803","0.019950996762974304","0.06367054427011423","0.1022185062086259","0.052271929399188885","0.16068392505108528","0.1087121734346898","0.05855906631409049","0.16786543220086883","0.025981326431203763","0.013195946990221316","0.040969843089476286","0.37192796183713045","0.21132454045720972","0.5639977483919971"
"1001020300","0.033856605995248756","0.016070863295133565","0.053904598085075195","0.09518289315974514","0.04855239073202514","0.15222888892498487","0.11868962745794023","0.06349847769688007","0.18783932583491444","0.024068422979398877","0.012607841940738145","0.037825256273226214","0.3719217463363294","0.211780807180158","0.5630393802889861"
"1001020400","0.03082104877766647","0.015859705855934214","0.04861614860405285","0.0947615648108348","0.04996517362295533","0.1472495539284046","0.12994481844535602","0.07295992342621911","0.20003826502943164","0.021341688954706547","0.01100534793071995","0.03310112342546143","0.38025762297139715","0.2245252254014976","0.5578204733951088"
"1001020500","0.026672130088234384","0.012580689991827935","0.04236221690995207","0.08466836948698202","0.043290245324110126","0.133530446285037","0.1130528631379225","0.06111995373159669","0.17459604272428836","0.022348444376089637","0.011246194077721292","0.03528655105624726","0.3713735568563086","0.20866766653790245","0.5616672249655058"
"1001020600","0.03813914495578439","0.01900510292532704","0.05977939499032471","0.10038757713537806","0.05178196819605289","0.15768816669425642","0.12030410184440445","0.06371855102549116","0.1898071514702534","0.025555596459718843","0.013775143300158667","0.040783649985230284","0.373688676582541","0.21668466187721108","0.5671698289129683"
"1001020700","0.037920217526508274","0.018557457816511733","0.060286626966996736","0.10044393713194978","0.05023199582580941","0.16041691930188143","0.12187530697247934","0.06511127167749159","0.18908284081837298","0.02642300184690388","0.013150580429037193","0.04151630840862013","0.37297392999222506","0.21175897835250315","0.5601977329553661"
"1001020801","0.02889977460293597","0.015012741249218593","0.045099502587712996","0.08848737773524155","0.045306484940242066","0.13720669700339394","0.11884496271067739","0.061815800062111466","0.18370274707390163","0.02199721087468071","0.01126027216895297","0.034660670467487956","0.3684563863224777","0.21321539269855003","0.5561387244979146"
"1001020802","0.030719638435753368","0.015193295321971374","0.05031528743265425","0.08992478106017736","0.04588427584116979","0.14349733062978712","0.11509749483472337","0.06057231182904587","0.18182999131980312","0.02321360957468464","0.01174730798851611","0.037223959030805956","0.3624637332416165","0.20228725600033007","0.5504382378159948"
"1001020900","0.028688636608271388","0.013906088158129935","0.04549294095436016","0.08639813329152839","0.04367337166442749","0.13662397942189777","0.11513820454042883","0.05868041832163436","0.17822065900842016","0.021955751911457717","0.010512348613189037","0.03620655837463863","0.3620067684462002","0.20649146098917162","0.5413108747964426"
"1001021000","0.03807269202934","0.018293209303203543","0.061223531753126795","0.101510817685018","0.05199551121409847","0.16043008673513304","0.12427423990950345","0.06460454522066608","0.19263666092087947","0.02443304256209105","0.012755421689090005","0.03892418271748986","0.37611110855862284","0.2163206988655645","0.5601950227737471"
"1001021100","0.05209401627793976","0.026187265221680706","0.08474730555591214","0.12000018386202041","0.06107110200327378","0.19368776561168244","0.1266933454229568","0.063977534378662","0.19875026863039277","0.027480779521781098","0.013816933169839384","0.04338391497490858","0.3883722435192146","0.21650727476150614","0.5873412745322536"
"1003010100","0.04227393549442174","0.02114128270003795","0.06821458276076706","0.10223972476530784","0.05181145358074806","0.16245709753065574","0.1301190388142598","0.06933015107291969","0.20343964219785526","0.024074351058703224","0.01236305994718504","0.03819408781609119","0.3788872935901818","0.2183324082516531","0.572390380130198"
"1003010200","0.0411946233824236","0.02078532130731927","0.06682372398222178","0.09821253434444897","0.050795757689322166","0.1571639570699463","0.1258027520337025","0.06308151842838501","0.19602562968316367","0.02542635360678063","0.013202161692866764","0.041319029102771895","0.36992844891523224","0.21054161270822594","0.5665669513605717"
"1003010300","0.0348961850585857","0.017191556745158182","0.05593880175638164","0.09110656376071131","0.04905709164074353","0.1426273730387611","0.12094478051856074","0.06498128459139645","0.18766820198423115","0.02307324496287065","0.011770964847788026","0.03542363410465111","0.37920100142882834","0.22200301126597607","0.5793475894474082"
"1003010400","0.03323428178458681","0.01603275027560166","0.05407819526817896","0.08706204127933152","0.04333138279148955","0.1398437952455197","0.12155375190044101","0.061835823837582016","0.19113719663552545","0.0230448927225294","0.011722988566002046","0.0362646164365636","0.36389941840702134","0.19977601035918","0.5569759505713882"
"1003010500","0.034470826855141835","0.017227795745477333","0.055081932714375344","0.08983590762216874","0.04421828769477939","0.1404318841079885","0.12029299984938358","0.0621705590079459","0.18882716743799416","0.021907649021986542","0.011532388956312702","0.03453772050828939","0.36515389682336646","0.2032955984205599","0.5461561617116095"
"1003010600","0.05051172946476641","0.025177729214171975","0.08109637549469491","0.10902789976196149","0.05614654291970101","0.171586661342812","0.11540535113155886","0.06083722183267136","0.179614605421329","0.029405836748071477","0.015372370234783429","0.045866301125576","0.38212905684389703","0.21535085388419298","0.5753529051830738"
"1003010701","0.029618554804880213","0.014599199221272592","0.049179488330780084","0.085961645548386","0.04135928065175269","0.13881850706604992","0.1260186025698087","0.06350287503757801","0.20336987985242164","0.019626728760664514","0.01008071295715101","0.031142996690391677","0.3745726989085043","0.2061993198514894","0.5685507057870158"
"1003010703","0.025220530027492815","0.012792993174613977","0.039934595801326286","0.07495895114713834","0.03916487553246152","0.117224815184062","0.1116085095150846","0.05842724239286227","0.17261315070280822","0.021195648673166863","0.010750452871352355","0.032586476741869534","0.36721831789867837","0.20624595848790606","0.5667451704601979"
"1003010704","0.03431560708711959","0.016196626666546147","0.054620154833144224","0.08848679149440332","0.04375051567488317","0.1448644432398637","0.12052414644612755","0.06301984336042467","0.19094489389858404","0.02249483394270249","0.011739003124224325","0.03465640668951454","0.36493033538823777","0.21180854329841317","0.5557693611449575"
"1003010705","0.029909130256419964","0.01528678114090642","0.048292780115393424","0.08236302050653785","0.04198912755212677","0.1289408642097166","0.11307096217042646","0.060342921944087934","0.1737162170076985","0.021846646003041512","0.011336317973249115","0.03376737372557609","0.37216839456505635","0.2141695536135005","0.5567282684159727"
"1003010800","0.04181613618747957","0.020355493642643337","0.06605545476470175","0.10336989745342628","0.05276633296861014","0.1619339794538599","0.13085842499554465","0.07257799824337947","0.19841321854552552","0.02295095072404022","0.011815014218962527","0.03515688227817669","0.3946276238239721","0.2175499150898709","0.6008411825824506"
"1003010903","0.03447717323566715","0.016968908343496576","0.05479161961335647","0.08972886525675938","0.04707485223174181","0.13783823308298052","0.1159722391722043","0.06321762143693031","0.17929904406966027","0.02345789769948717","0.012429015455171903","0.03717594537180904","0.3675491227879048","0.2108417611082475","0.5540350546812021"
"1003010904","0.038160783231343476","0.019132092765265202","0.06142269892762474","0.09477732545060674","0.05091480622355829","0.14863820921417684","0.12749914342974847","0.06862648815916979","0.1972595549250445","0.024116174003644353","0.012877727725268271","0.03748029865596296","0.3665437154214193","0.20680045500208","0.5459130811749733"
"1003010905","0.030891419019548665","0.01499218775969501","0.04966613231359673","0.08196733366353255","0.04218158280927425","0.12692381679631465","0.11375154269213374","0.061420055255878195","0.1735443469693862","0.022154908602569686","0.011316224051703702","0.03473086719315817","0.35977595128096934","0.20258208570098502","0.5386013544940756"
"1003010906","0.036403960874058186","0.018282699333404043","0.05866864568782207","0.09290521443649519","0.04916871192371679","0.14379546019490505","0.12410242332235848","0.06864175420091381","0.19259174350511857","0.023656668290307853","0.012412375844657694","0.037642481806961905","0.3688939791877813","0.2121129977843225","0.5431462689855087"
"1003011000","0.04123089151974069","0.02155127162029138","0.06563974160159053","0.09860164976513283","0.05234272017260516","0.15735129199640518","0.12989060503873065","0.07080509089523042","0.20433634251470736","0.024614852833011618","0.012826680683832008","0.038511423430141536","0.3748183170992261","0.21350333270379818","0.5649919752560638"
"1003011101","0.030473991058587113","0.014719454579382984","0.049701674862048184","0.08642261563909519","0.04229481921895467","0.1379854960441558","0.1256847861845525","0.06503787043280032","0.19985478084477773","0.020165173545936818","0.010400002897262301","0.03181221854837925","0.37738710613295096","0.2057244222531379","0.5772326209636045"
"1003011102","0.02924101621577528","0.014414562685219737","0.04626523806722773","0.08287186319315328","0.041630520564862515","0.12913512890750073","0.12055664861151555","0.0629701269820381","0.18764966156404952","0.02077637690190695","0.01016499371599068","0.03293949345319583","0.3708756681893058","0.20931082502356543","0.562152529172083"
"1003011201","0.03450777138988168","0.017503984451431885","0.05749589273091263","0.09641409099602982","0.04981107635499765","0.15496456031706002","0.1363868697765841","0.07070192871191376","0.22007044346976196","0.020243896689514075","0.010486785575568822","0.032329735539044724","0.389934619792738","0.2220295764168521","0.5889496503654839"
"1003011202","0.037599549464064685","0.01933861073176521","0.05955184521509086","0.09938436002322977","0.05063212015708357","0.1593994966271656","0.1315061269017768","0.0688335742977358","0.20722112486089472","0.022260117621178084","0.011133672141195431","0.03531993305966639","0.39129228388804255","0.21811729288513867","0.5863487632725259"
"1003011300","0.03165377301392378","0.015477393854616522","0.05098681387246264","0.09035794262046137","0.04642701847185586","0.14380005474129146","0.13109816569898744","0.0681105196611395","0.20493858602490567","0.019992035117228794","0.009985604250700587","0.03172281275732125","0.38258106100564937","0.20945294068542333","0.5738018673348653"
"1003011401","0.03582885684551678","0.018085003982207772","0.05665305318912067","0.09196197983252642","0.04838171262676629","0.14676727710735507","0.1249323385237434","0.0685806885493062","0.1919157867815775","0.022484421706190326","0.011802087317508996","0.03607831171465084","0.374060370263166","0.20996626462512405","0.5538750676343255"
"1003011403","0.031047937930890303","0.01563662575195658","0.04935981240548793","0.08381608669863744","0.04339808295210606","0.1285896304673013","0.11971723965865562","0.06165411611208605","0.18689809406618688","0.02134549083589971","0.01093385478916512","0.034107898325334875","0.36993460126785743","0.2101402113846496","0.5599592111510868"
"1003011405","0.03369062231145453","0.016979596731707194","0.05278447753885797","0.09516950890587797","0.04900433116991633","0.14578462648366047","0.1408521406330667","0.07545643572985695","0.21565707158536024","0.019656869723575148","0.010038056897302318","0.0317191876934607","0.3872050955383884","0.22357143994483708","0.5904760335865179"
"1003011406","0.025418888572004826","0.01272922562687669","0.041114512526179474","0.07389497218847779","0.03819388085135798","0.11690678370776583","0.11079536107314743","0.056821057241579515","0.17561921477317508","0.021171288515226552","0.010990303345830604","0.03319739325203065","0.353890364257014","0.20191066387069329","0.5348773073701694"
"1003011407","0.035431831322832036","0.0169820566205733","0.057950379002631974","0.09516216748691719","0.046848163083053423","0.15243128890571186","0.13413357022503225","0.06963062617197527","0.2131571544088467","0.021564516068095122","0.010958925959180335","0.034594277715863375","0.3870828141885236","0.21484523243985992","0.6003073270175229"
"1003011408","0.04057819564772784","0.01988260852307444","0.06508480496390916","0.10649433837938255","0.056948228643812354","0.16322629273856654","0.14973784132786955","0.08148714368974423","0.2257192172871463","0.020028462602127185","0.010092365969609888","0.03152162841979112","0.3936551346402281","0.22470176215116477","0.5898137034476956"
"1003011501","0.03954053228695667","0.0192842143819236","0.06422080968057207","0.09940602967774706","0.05153535429145748","0.1576504430040868","0.13232138149354986","0.07079344523680085","0.20354903994498624","0.021950872727550138","0.010741475647762276","0.03437872327121717","0.38295576368192313","0.2169020856052741","0.5833141352180575"
"1003011502","0.03784225828570102","0.01880672177290385","0.06062563076710086","0.0941118217699514","0.049404316645555724","0.14653279307730824","0.12469202375419913","0.06577173649828369","0.19159777156407498","0.02346606442054853","0.012145187777372862","0.036941941975663195","0.38247788372873676","0.22035162999140534","0.5644546619470729"
"1003011601","0.03677297360388431","0.017877583105792884","0.0587276974903563","0.09410421226453056","0.04842519591796875","0.14664304846605639","0.12973141379802108","0.06703409888698697","0.20078586792922448","0.022930562056969393","0.01189426572701062","0.0355990840318442","0.37517496576437614","0.20329776151195983","0.5666116238745036"
"1003011602","0.04918981592127531","0.024024851268192694","0.07788289759685302","0.11861752329341103","0.062132016617339955","0.18860982824463907","0.15439481805894595","0.08098041264430292","0.24149519367551298","0.0208679512490088","0.010588598266505411","0.032704063792684056","0.403894856055186","0.23125517709999197","0.6047276135155821"
"1005950100","0.05143956600485706","0.024979247815791392","0.08270843939304717","0.11614880384969448","0.057334702753647084","0.18444516840547975","0.13077948613278603","0.06927396605198184","0.20870446326045472","0.02620799581704111","0.013812721983386652","0.04104223926226002","0.3902951986158773","0.21000134052233863","0.5898530158197507"
"1005950200","0.04793593030611337","0.02422876386169066","0.07526209341564746","0.11163107323306594","0.05536544813074127","0.178450571858385","0.112002630261003","0.05972674424223863","0.17360463040998064","0.026045640048177325","0.013431314831518291","0.04134507609363638","0.3714769069153216","0.21229134427967478","0.5572735334266727"
"1005950300","0.06597442396857395","0.03153756957786126","0.10747104444044074","0.13214080367614153","0.06820075853406078","0.20908968248314957","0.14114333177799981","0.0750598410486423","0.2187127843107876","0.02940119625891288","0.01538948491845834","0.048217282675785594","0.4004458691451298","0.22903831546181858","0.6016871228554141"
"1005950400","0.04839588083031414","0.023778307410646442","0.07709247481400218","0.11129926457961228","0.05590237602411518","0.17548387887142108","0.1212191455812426","0.06297920004543173","0.1885481968579588","0.025729290731778334","0.0135023076650606","0.040772446170084076","0.36964545666513327","0.20884464115556614","0.5593391531821775"
"1005950500","0.04624759190517035","0.02373168730926606","0.07404628844196497","0.10964596795040812","0.05896811564427739","0.17021490607494152","0.13641018036963168","0.07495312434201223","0.21186142132956245","0.025195633157723243","0.013375396590701565","0.039864297586692896","0.38097688154707876","0.21834597037348644","0.5775906467145585"
"1005950600","0.0503775624668032","0.026560546911178512","0.07993275089230445","0.11326176619271573","0.06109734967037203","0.17787574603803663","0.12782169443475913","0.070265226764467","0.19917780134736016","0.028397344116996417","0.015835204050028598","0.044903810195300146","0.38609975823915027","0.2300056494352981","0.5709654918281204"
